event_id,event_date,status,home,away,venue,location
401854342,2026-02-27T21:00Z,Scheduled,Lipscomb,Toledo,Ken Dugan Field at Stephen Lee Marsh Stadium,"Nashville, Tennessee"
401854274,2026-02-27T21:00Z,Scheduled,North Alabama,So Indiana,Mike D. Lane Field,"Florence, Alabama"
401854176,2026-02-27T21:00Z,Scheduled,Saint Louis,Bellarmine,Billiken Sports Center,"St. Louis, Missouri"
401853799,2026-02-27T21:00Z,Scheduled,Liberty,Hofstra,Worthington Field at Liberty Baseball Stadium,"Lynchburg, Virginia"
401853732,2026-02-27T21:00Z,Scheduled,MTSU,Illinois St,Reese Smith Jr. Field,"Murfreesboro, Tennessee"
401853698,2026-02-27T21:00Z,Scheduled,Missouri St,Little Rock,Hammons Field,"Springfield, Missouri"
401853662,2026-02-27T21:00Z,Scheduled,NC A&T,Akron,World War Memorial Stadium,"Greensboro, North Carolina"
401853103,2026-02-27T21:00Z,Scheduled,Belmont,Georgia St,E. S. Rose Park,"Nashville, Tennessee"
401852953,2026-02-27T21:00Z,Scheduled,UNC Wilmington,UConn,Brooks Field,"Wilmington, North Carolina"
401852907,2026-02-27T21:00Z,Scheduled,Arkansas St,AR-Pine Bluff,Tomlinson Stadium–Kell Field,"Jonesboro, Arkansas"
401852333,2026-02-27T21:00Z,Scheduled,Purdue,Marist,Alexander Field,"West Lafayette, Indiana"
401850977,2026-02-27T21:00Z,Scheduled,Maryland,Wagner,"Shipley Field at Bob ""Turtle"" Smith Stadium","College Park, Maryland"
401850205,2026-02-27T21:00Z,Scheduled,Western KY,Indiana,Nick Denes Field,"Bowling Green, Kentucky"
401849976,2026-02-27T21:00Z,Scheduled,Kennesaw St,West Virginia,Mickey Dunn Stadium,"Kennesaw, Georgia"
401848616,2026-02-27T21:00Z,Scheduled,Cincinnati,Austin Peay,UC Baseball Stadium,"Cincinnati, Ohio"
401847861,2026-02-27T21:00Z,Scheduled,Duke,Princeton,Jack Coombs Field,"Durham, North Carolina"
401853357,2026-02-27T21:05Z,Scheduled,Wichita St,Omaha,Eck Stadium Home of Tyler Field,"Wichita, Kansas"
401847516,2026-02-27T21:05Z,Scheduled,Baylor,Ole Miss,Daikin Park,"Houston, Texas"
401851690,2026-02-27T21:30Z,Scheduled,East Carolina,Rutgers,Lewis Field at Clark-LeClair Stadium,"Greenville, North Carolina"
401847675,2026-02-27T22:00Z,Scheduled,UC Irvine,Vanderbilt,Las Vegas Ballpark,"Las Vegas, Nevada"
401854343,2026-02-27T22:00Z,Scheduled,C Arkansas,S Dakota St,Bear Stadium,"Conway, Arkansas"
401853498,2026-02-27T22:00Z,Scheduled,Campbell,Wright St,Jim Perry Stadium,"Buies Creek, North Carolina"
401850037,2026-02-27T22:00Z,Scheduled,Oklahoma St,Sam Houston,O'Brate Stadium,"Stillwater, Oklahoma"
401847480,2026-02-27T22:00Z,Scheduled,Oklahoma,Gonzaga,Kimrey Family Stadium,"Norman, Oklahoma"
401851896,2026-02-27T22:05Z,Scheduled,Memphis,Jax State,FedExPark Avron Fogelman Field,"Memphis, Tennessee"
401848337,2026-02-27T22:05Z,Scheduled,Stanford,Fresno St,Klein Field at Sunken Diamond,"Stanford, California"
401854344,2026-02-27T23:00Z,Scheduled,Queens,Army,The Stick Williams Dream Fields,"Charlotte, North Carolina"
401853141,2026-02-27T23:00Z,Scheduled,Charleston,James Madison,Fluor Field,"Greenville, South Carolina"
401852827,2026-02-27T23:00Z,Scheduled,Gardner-Webb,App State,Bill Masters Field at John Henry Moss Stadium,"Boiling Springs, North Carolina"
401852152,2026-02-27T23:00Z,Scheduled,Penn State,Indiana St,Andre Rodgers National Baseball Stadium,Nassau
401850071,2026-02-27T23:00Z,Scheduled,UCF,South Florida,John Euliano Park,"Orlando, Florida"
401854345,2026-02-27T23:05Z,Scheduled,North Florida,Presbyterian,Dusty Rhodes Field at Harmon Stadium,"Jacksonville, Florida"
401849866,2026-02-27T23:30Z,Scheduled,Wake Forest,Davidson,David F. Couch Ballpark,"Winston-Salem, North Carolina"
401854346,2026-02-27T23:30Z,Scheduled,Stetson,Fordham,Melching Field at Conrad Park,"DeLand, Florida"
401853055,2026-02-27T23:30Z,Scheduled,GA Southern,SC Upstate,J. I. Clements Stadium,"Statesboro, Georgia"
401851811,2026-02-27T23:30Z,Scheduled,FAU,Villanova,FAU Baseball Stadium,"Boca Raton, Florida"
401847699,2026-02-27T23:30Z,Scheduled,FGCU,Boston College,Swanson Stadium,"Fort Myers, Florida"
401850096,2026-02-28T00:00Z,Scheduled,TCU,New Haven,Charlie and Marie Lupton Baseball Stadium at Williams-Reilly Field,"Fort Worth, Texas"
401847211,2026-02-28T00:00Z,Scheduled,Miami,Florida,Alex Rodriguez Park at Mark Light Field,"Coral Gables, Florida"
401847550,2026-02-28T00:00Z,Scheduled,South Carolina,Clemson,Founders Park,"Columbia, South Carolina"
401853393,2026-02-28T00:00Z,Scheduled,Louisiana Tech,Southern Miss,J.C. Love Field at Pat Patterson Park,"Ruston, Louisiana"
401853543,2026-02-28T00:00Z,Scheduled,Abilene Chrstn,Texas St,La Moderna Field,"Cleburne, Texas"
401853172,2026-02-28T00:00Z,Scheduled,Louisiana,UC San Diego,"M.L. ""Tigue"" Moore Field at Russo Park","Lafayette, Louisiana"
401850009,2026-02-28T00:05Z,Scheduled,Santa Barbara,Utah,Caesar Uyesaka Stadium,"Santa Barbara, California"
401848713,2026-02-28T00:05Z,Scheduled,Minnesota,Kansas,U.S. Bank Stadium,"Minneapolis, Minnesota"
401847345,2026-02-28T00:30Z,Scheduled,LSU,Dartmouth,"Alex Box Stadium, Skip Bertman Field","Baton Rouge, Louisiana"
401853364,2026-02-28T00:30Z,Scheduled,South Alabama,West Georgia,Stanky Field,"Mobile, Alabama"
401851948,2026-02-28T00:30Z,Scheduled,Tulane,E Kentucky,Green Field at Turchin Stadium,"New Orleans, Louisiana"
401847031,2026-02-28T00:30Z,Scheduled,Iowa,Alabama,Riders Field,"Frisco, Texas"
401853412,2026-02-28T00:35Z,Scheduled,Rice,Harvard,Reckling Park,"Houston, Texas"
401847617,2026-02-28T01:00Z,Scheduled,Coastal,Texas,Daikin Park,"Houston, Texas"
401847647,2026-02-28T01:00Z,Scheduled,Texas A&M,Virginia Tech,Globe Life Field,"Arlington, Texas"
401853624,2026-02-28T01:00Z,Scheduled,New Mexico St,Prairie View,Presley Askew Field,"Las Cruces, New Mexico"
401852804,2026-02-28T01:05Z,Scheduled,Washington,San Diego St,Husky Ballpark,"Seattle, Washington"
401848364,2026-02-28T02:00Z,Scheduled,Oregon,Arizona,Las Vegas Ballpark,"Las Vegas, Nevada"
401852743,2026-02-28T02:00Z,Scheduled,Cal Poly,USC,Baggett Stadium,"San Luis Obispo, California"
401851036,2026-02-28T02:00Z,Scheduled,San Diego,Michigan,Fowler Park and Cunningham Field,"San Diego, California"
401847757,2026-02-28T02:05Z,Scheduled,California,Sacramento St,Stu Gordon Stadium,"Berkeley, California"
401847162,2026-02-28T05:00Z,Scheduled,Auburn,Nebraska,Plainsman Park,"Auburn, Alabama"
401854177,2026-02-28T05:00Z,Scheduled,Saint Louis,Bellarmine,Billiken Sports Center,"St. Louis, Missouri"
401851082,2026-02-28T05:00Z,Scheduled,Michigan St,UAlbany,Jeff Ishbia Field at McLane Stadium,"East Lansing, Michigan"
401848552,2026-02-28T05:00Z,Scheduled,Long Beach St,BYU,Bohl Diamond at Blair Field,"Long Beach, California"
401847863,2026-02-28T05:00Z,Scheduled,Duke,Princeton,Jack Coombs Field,"Durham, North Carolina"
401847436,2026-02-28T05:00Z,Scheduled,Missouri,N Dakota St,Taylor Stadium,"Columbia, Missouri"
401850147,2026-02-28T15:00Z,Scheduled,Charleston,Illinois,Fluor Field,"Greenville, South Carolina"
401852700,2026-02-28T16:00Z,Scheduled,Georgetown,FDU,Capital One Park,"Tysons, Virginia"
401847585,2026-02-28T17:00Z,Scheduled,Arizona St,Tennessee,Globe Life Field,"Arlington, Texas"
401852641,2026-02-28T17:00Z,Scheduled,W Carolina,Rutgers,Lewis Field at Clark-LeClair Stadium,"Greenville, North Carolina"
401848107,2026-02-28T17:00Z,Scheduled,UIC,Notre Dame,Bush Stadium at Averitt Express Baseball Complex,"Cookeville, Tennessee"
401847517,2026-02-28T17:05Z,Scheduled,Ohio State,Ole Miss,Daikin Park,"Houston, Texas"
401847993,2026-02-28T18:00Z,Scheduled,Louisville,C Michigan,Jim Patterson Stadium,"Louisville, Kentucky"
401847911,2026-02-28T18:00Z,Scheduled,Florida St,The Citadel,Mike Martin Field at Dick Howser Stadium,"Tallahassee, Florida"
401847304,2026-02-28T18:00Z,Scheduled,Kentucky,St John's,Kentucky Proud Park,"Lexington, Kentucky"
401854347,2026-02-28T18:00Z,Scheduled,C Arkansas,S Dakota St,Bear Stadium,"Conway, Arkansas"
401853104,2026-02-28T18:00Z,Scheduled,Belmont,Georgia St,E. S. Rose Park,"Nashville, Tennessee"
401852335,2026-02-28T18:00Z,Scheduled,Purdue,Marist,Alexander Field,"West Lafayette, Indiana"
401850072,2026-02-28T18:00Z,Scheduled,UCF,South Florida,John Euliano Park,"Orlando, Florida"
401848675,2026-02-28T18:00Z,Scheduled,Iowa,Houston,Riders Field,"Frisco, Texas"
401848466,2026-02-28T18:00Z,Scheduled,Virginia,VCU,Davenport Field at Disharoon Park,"Charlottesville, Virginia"
401848299,2026-02-28T18:00Z,Scheduled,Pitt,UNC Greensboro,Charles L. Cost Field,"Pittsburgh, Pennsylvania"
401847862,2026-02-28T18:00Z,Scheduled,Duke,Princeton,Jack Coombs Field,"Durham, North Carolina"
401847958,2026-02-28T19:00Z,Scheduled,Georgia Tech,Northwestern,Mac Nease Baseball Park,"Atlanta, Georgia"
401848144,2026-02-28T19:00Z,Scheduled,North Carolina,Le Moyne,Bryson Field at Boshamer Stadium,"Chapel Hill, North Carolina"
401847259,2026-02-28T19:00Z,Scheduled,Georgia,Oakland,Foley Field,"Athens, Georgia"
401848071,2026-02-28T19:00Z,Scheduled,NC State,Sacred Heart,Doak Field at Dail Park,"Raleigh, North Carolina"
401854349,2026-02-28T19:00Z,Scheduled,Queens,Army,The Stick Williams Dream Fields,"Charlotte, North Carolina"
401853800,2026-02-28T19:00Z,Scheduled,Liberty,Hofstra,Worthington Field at Liberty Baseball Stadium,"Lynchburg, Virginia"
401853733,2026-02-28T19:00Z,Scheduled,MTSU,Illinois St,Reese Smith Jr. Field,"Murfreesboro, Tennessee"
401853663,2026-02-28T19:00Z,Scheduled,NC A&T,Akron,World War Memorial Stadium,"Greensboro, North Carolina"
401853497,2026-02-28T19:00Z,Scheduled,Western KY,Indiana,Nick Denes Field,"Bowling Green, Kentucky"
401853253,2026-02-28T19:00Z,Scheduled,UAB,Jacksonville,Jerry D. Young Memorial Field,"Birmingham, Alabama"
401853142,2026-02-28T19:00Z,Scheduled,UAlbany,James Madison,Fluor Field,"Greenville, South Carolina"
401853056,2026-02-28T19:00Z,Scheduled,GA Southern,SC Upstate,J. I. Clements Stadium,"Statesboro, Georgia"
401852770,2026-02-28T19:00Z,Scheduled,S Illinois,Seton Hall,Itchy Jones Stadium,"Carbondale, Illinois"
401852252,2026-02-28T19:00Z,Scheduled,Abilene Chrstn,Creighton,La Moderna Field,"Cleburne, Texas"
401851642,2026-02-28T19:00Z,Scheduled,Old Dominion,Charlotte,Bud Metheny Baseball Stadium,"Norfolk, Virginia"
401850998,2026-02-28T19:00Z,Scheduled,Maryland,Wagner,"Shipley Field at Bob ""Turtle"" Smith Stadium","College Park, Maryland"
401850038,2026-02-28T19:00Z,Scheduled,Oklahoma St,Sam Houston,O'Brate Stadium,"Stillwater, Oklahoma"
401849977,2026-02-28T19:00Z,Scheduled,Kennesaw St,West Virginia,Mickey Dunn Stadium,"Kennesaw, Georgia"
401849940,2026-02-28T19:00Z,Scheduled,Kansas St,Columbia,Tointon Family Stadium,"Manhattan, Kansas"
401848617,2026-02-28T19:00Z,Scheduled,Cincinnati,Austin Peay,UC Baseball Stadium,"Cincinnati, Ohio"
401854350,2026-02-28T19:05Z,Scheduled,North Florida,Presbyterian,Dusty Rhodes Field at Harmon Stadium,"Jacksonville, Florida"
401847346,2026-02-28T20:00Z,Scheduled,LSU,Northeastern,"Alex Box Stadium, Skip Bertman Field","Baton Rouge, Louisiana"
401847107,2026-02-28T20:00Z,Scheduled,Arkansas,UT Arlington,Baum-Walker Stadium,"Fayetteville, Arkansas"
401850097,2026-02-28T20:00Z,Scheduled,TCU,New Haven,Charlie and Marie Lupton Baseball Stadium at Williams-Reilly Field,"Fort Worth, Texas"
401847551,2026-02-28T20:00Z,Scheduled,South Carolina,Clemson,Segra Park,"Columbia, South Carolina"
401853394,2026-02-28T20:00Z,Scheduled,Louisiana Tech,Southern Miss,J.C. Love Field at Pat Patterson Park,"Ruston, Louisiana"
401854348,2026-02-28T20:00Z,Scheduled,Lipscomb,Toledo,Ken Dugan Field at Stephen Lee Marsh Stadium,"Nashville, Tennessee"
401854275,2026-02-28T20:00Z,Scheduled,North Alabama,So Indiana,Mike D. Lane Field,"Florence, Alabama"
401853699,2026-02-28T20:00Z,Scheduled,Missouri St,Little Rock,Hammons Field,"Springfield, Missouri"
401853499,2026-02-28T20:00Z,Scheduled,Campbell,Wright St,Jim Perry Stadium,"Buies Creek, North Carolina"
401853365,2026-02-28T20:00Z,Scheduled,South Alabama,West Georgia,Stanky Field,"Mobile, Alabama"
401853173,2026-02-28T20:00Z,Scheduled,Louisiana,UC San Diego,"M.L. ""Tigue"" Moore Field at Russo Park","Lafayette, Louisiana"
401852908,2026-02-28T20:00Z,Scheduled,Arkansas St,AR-Pine Bluff,Tomlinson Stadium–Kell Field,"Jonesboro, Arkansas"
401852828,2026-02-28T20:00Z,Scheduled,Gardner-Webb,App State,Bill Masters Field at John Henry Moss Stadium,"Boiling Springs, North Carolina"
401852153,2026-02-28T20:00Z,Scheduled,Penn State,Indiana St,Andre Rodgers National Baseball Stadium,Nassau
401852117,2026-02-28T20:00Z,Scheduled,UC Irvine,Oregon,Las Vegas Ballpark,"Las Vegas, Nevada"
401850121,2026-02-28T20:00Z,Scheduled,Texas Tech,Bakersfield,Dan Law Field at Rip Griffin Park,"Lubbock, Texas"
401847481,2026-02-28T20:00Z,Scheduled,Oklahoma,Gonzaga,Kimrey Family Stadium,"Norman, Oklahoma"
401853398,2026-02-28T20:05Z,Scheduled,Wichita St,Omaha,Eck Stadium Home of Tyler Field,"Wichita, Kansas"
401851897,2026-02-28T20:05Z,Scheduled,Memphis,Jax State,FedExPark Avron Fogelman Field,"Memphis, Tennessee"
401849867,2026-02-28T20:30Z,Scheduled,Wake Forest,LMU,David F. Couch Ballpark,"Winston-Salem, North Carolina"
401847393,2026-02-28T21:00Z,Scheduled,Virginia Tech,Mississippi St,Globe Life Field,"Arlington, Texas"
401853105,2026-02-28T21:00Z,Scheduled,Belmont,Georgia St,E. S. Rose Park,"Nashville, Tennessee"
401852954,2026-02-28T21:00Z,Scheduled,UNC Wilmington,UConn,Brooks Field,"Wilmington, North Carolina"
401852033,2026-02-28T21:00Z,Scheduled,Marshall,Butler,Jack Cook Field,"Huntington, West Virginia"
401851812,2026-02-28T21:00Z,Scheduled,FAU,Villanova,FAU Baseball Stadium,"Boca Raton, Florida"
401853022,2026-02-28T21:05Z,Scheduled,UTSA,Coastal,Daikin Park,"Houston, Texas"
401848714,2026-02-28T21:05Z,Scheduled,Minnesota,Kansas,U.S. Bank Stadium,"Minneapolis, Minnesota"
401851691,2026-02-28T21:30Z,Scheduled,East Carolina,Troy,Lewis Field at Clark-LeClair Stadium,"Greenville, North Carolina"
401847032,2026-02-28T22:00Z,Scheduled,Oregon St,Alabama,Riders Field,"Frisco, Texas"
401854222,2026-02-28T22:00Z,Scheduled,UL Monroe,W Illinois,Lou St. Amant Field,"Monroe, Louisiana"
401852337,2026-02-28T22:00Z,Scheduled,Purdue,Marist,Alexander Field,"West Lafayette, Indiana"
401851949,2026-02-28T22:00Z,Scheduled,Tulane,E Kentucky,Green Field at Turchin Stadium,"New Orleans, Louisiana"
401850206,2026-02-28T22:00Z,Scheduled,Western KY,Indiana,Nick Denes Field,"Bowling Green, Kentucky"
401847758,2026-02-28T22:00Z,Scheduled,Sacramento St,California,John Smith Field,"Sacramento, California"
401847700,2026-02-28T22:00Z,Scheduled,FGCU,Boston College,Swanson Stadium,"Fort Myers, Florida"
401853413,2026-02-28T22:05Z,Scheduled,Rice,Harvard,Reckling Park,"Houston, Texas"
401852805,2026-02-28T22:05Z,Scheduled,Washington,San Diego St,Husky Ballpark,"Seattle, Washington"
401848338,2026-02-28T22:05Z,Scheduled,Stanford,Fresno St,Klein Field at Sunken Diamond,"Stanford, California"
401847212,2026-02-28T23:00Z,Scheduled,Miami,Florida,Alex Rodriguez Park at Mark Light Field,"Coral Gables, Florida"
401852744,2026-02-28T23:00Z,Scheduled,Cal Poly,USC,Baggett Stadium,"San Luis Obispo, California"
401850010,2026-02-28T23:05Z,Scheduled,Santa Barbara,Utah,Caesar Uyesaka Stadium,"Santa Barbara, California"
401854351,2026-02-28T23:30Z,Scheduled,Stetson,Fordham,Melching Field at Conrad Park,"DeLand, Florida"
401847676,2026-03-01T00:00Z,Scheduled,Arizona,Vanderbilt,Las Vegas Ballpark,"Las Vegas, Nevada"
401853544,2026-03-01T00:00Z,Scheduled,Tarleton St,Texas St,La Moderna Field,"Cleburne, Texas"
401847648,2026-03-01T01:00Z,Scheduled,Texas A&M,UCLA,Globe Life Field,"Arlington, Texas"
401847618,2026-03-01T01:00Z,Scheduled,Baylor,Texas,Daikin Park,"Houston, Texas"
401853625,2026-03-01T01:00Z,Scheduled,New Mexico St,Prairie View,Presley Askew Field,"Las Cruces, New Mexico"
401851037,2026-03-01T01:00Z,Scheduled,San Diego,Michigan,Fowler Park and Cunningham Field,"San Diego, California"
401847163,2026-03-01T05:00Z,Scheduled,Auburn,Nebraska,Plainsman Park,"Auburn, Alabama"
401854178,2026-03-01T05:00Z,Scheduled,Saint Louis,Bellarmine,Billiken Sports Center,"St. Louis, Missouri"
401852745,2026-03-01T05:00Z,Scheduled,Cal Poly,USC,Baggett Stadium,"San Luis Obispo, California"
401847437,2026-03-01T05:00Z,Scheduled,Missouri,N Dakota St,Taylor Stadium,"Columbia, Missouri"
401850148,2026-03-01T15:00Z,Scheduled,UAlbany,Illinois,Fluor Field,"Greenville, South Carolina"
401852642,2026-03-01T16:00Z,Scheduled,Troy,Rutgers,Lewis Field at Clark-LeClair Stadium,"Greenville, North Carolina"
401852254,2026-03-01T16:00Z,Scheduled,Creighton,Tarleton St,La Moderna Field,"Cleburne, Texas"
401852154,2026-03-01T16:00Z,Scheduled,Penn State,Indiana St,Andre Rodgers National Baseball Stadium,Nassau
401847518,2026-03-01T16:05Z,Scheduled,Coastal,Ole Miss,Daikin Park,"Houston, Texas"
401847586,2026-03-01T16:30Z,Scheduled,Virginia Tech,Tennessee,Globe Life Field,"Arlington, Texas"
401847959,2026-03-01T17:00Z,Scheduled,Georgia Tech,Northwestern,Mac Nease Baseball Park,"Atlanta, Georgia"
401849885,2026-03-01T17:00Z,Scheduled,Oregon St,Iowa,Riders Field,"Frisco, Texas"
401854353,2026-03-01T17:00Z,Scheduled,Queens,Army,The Stick Williams Dream Fields,"Charlotte, North Carolina"
401854352,2026-03-01T17:00Z,Scheduled,Stetson,Fordham,Melching Field at Conrad Park,"DeLand, Florida"
401851813,2026-03-01T17:00Z,Scheduled,FAU,Villanova,FAU Baseball Stadium,"Boca Raton, Florida"
401849978,2026-03-01T17:00Z,Scheduled,Kennesaw St,West Virginia,Mickey Dunn Stadium,"Kennesaw, Georgia"
401849941,2026-03-01T17:00Z,Scheduled,Kansas St,Columbia,Tointon Family Stadium,"Manhattan, Kansas"
401847994,2026-03-01T18:00Z,Scheduled,Louisville,C Michigan,Jim Patterson Stadium,"Louisville, Kentucky"
401848145,2026-03-01T18:00Z,Scheduled,North Carolina,Le Moyne,Bryson Field at Boshamer Stadium,"Chapel Hill, North Carolina"
401847213,2026-03-01T18:00Z,Scheduled,Miami,Florida,Alex Rodriguez Park at Mark Light Field,"Coral Gables, Florida"
401847260,2026-03-01T18:00Z,Scheduled,Georgia,Oakland,Foley Field,"Athens, Georgia"
401847912,2026-03-01T18:00Z,Scheduled,Florida St,The Citadel,Mike Martin Field at Dick Howser Stadium,"Tallahassee, Florida"
401848072,2026-03-01T18:00Z,Scheduled,NC State,Sacred Heart,Doak Field at Dail Park,"Raleigh, North Carolina"
401847305,2026-03-01T18:00Z,Scheduled,Kentucky,St John's,Kentucky Proud Park,"Lexington, Kentucky"
401853801,2026-03-01T18:00Z,Scheduled,Liberty,Hofstra,Worthington Field at Liberty Baseball Stadium,"Lynchburg, Virginia"
401853664,2026-03-01T18:00Z,Scheduled,NC A&T,Akron,World War Memorial Stadium,"Greensboro, North Carolina"
401853626,2026-03-01T18:00Z,Scheduled,New Mexico St,Prairie View,Presley Askew Field,"Las Cruces, New Mexico"
401853500,2026-03-01T18:00Z,Scheduled,Campbell,Wright St,Jim Perry Stadium,"Buies Creek, North Carolina"
401853106,2026-03-01T18:00Z,Scheduled,Belmont,Georgia St,E. S. Rose Park,"Nashville, Tennessee"
401853057,2026-03-01T18:00Z,Scheduled,GA Southern,SC Upstate,J. I. Clements Stadium,"Statesboro, Georgia"
401852955,2026-03-01T18:00Z,Scheduled,UNC Wilmington,UConn,Brooks Field,"Wilmington, North Carolina"
401852829,2026-03-01T18:00Z,Scheduled,Gardner-Webb,App State,Bill Masters Field at John Henry Moss Stadium,"Boiling Springs, North Carolina"
401852771,2026-03-01T18:00Z,Scheduled,S Illinois,Seton Hall,Itchy Jones Stadium,"Carbondale, Illinois"
401852701,2026-03-01T18:00Z,Scheduled,Georgetown,FDU,Capital One Park,"Tysons, Virginia"
401852339,2026-03-01T18:00Z,Scheduled,Purdue,Marist,Alexander Field,"West Lafayette, Indiana"
401852034,2026-03-01T18:00Z,Scheduled,Marshall,Butler,Jack Cook Field,"Huntington, West Virginia"
401851643,2026-03-01T18:00Z,Scheduled,Old Dominion,Charlotte,Bud Metheny Baseball Stadium,"Norfolk, Virginia"
401850999,2026-03-01T18:00Z,Scheduled,Maryland,Wagner,"Shipley Field at Bob ""Turtle"" Smith Stadium","College Park, Maryland"
401850073,2026-03-01T18:00Z,Scheduled,UCF,South Florida,John Euliano Park,"Orlando, Florida"
401848618,2026-03-01T18:00Z,Scheduled,Cincinnati,Austin Peay,UC Baseball Stadium,"Cincinnati, Ohio"
401848467,2026-03-01T18:00Z,Scheduled,VCU,Virginia,The Diamond,"Richmond, Virginia"
401848300,2026-03-01T18:00Z,Scheduled,Pitt,UNC Greensboro,Charles L. Cost Field,"Pittsburgh, Pennsylvania"
401847864,2026-03-01T18:00Z,Scheduled,Duke,Princeton,Jack Coombs Field,"Durham, North Carolina"
401847701,2026-03-01T18:00Z,Scheduled,FGCU,Boston College,Swanson Stadium,"Fort Myers, Florida"
401854356,2026-03-01T18:05Z,Scheduled,North Florida,Presbyterian,Dusty Rhodes Field at Harmon Stadium,"Jacksonville, Florida"
401853414,2026-03-01T18:05Z,Scheduled,Rice,Harvard,Reckling Park,"Houston, Texas"
401851950,2026-03-01T18:30Z,Scheduled,Tulane,E Kentucky,Green Field at Turchin Stadium,"New Orleans, Louisiana"
401847347,2026-03-01T19:00Z,Scheduled,LSU,Dartmouth,"Alex Box Stadium, Skip Bertman Field","Baton Rouge, Louisiana"
401847108,2026-03-01T19:00Z,Scheduled,Arkansas,UT Arlington,Baum-Walker Stadium,"Fayetteville, Arkansas"
401850098,2026-03-01T19:00Z,Scheduled,TCU,New Haven,Charlie and Marie Lupton Baseball Stadium at Williams-Reilly Field,"Fort Worth, Texas"
401853395,2026-03-01T19:00Z,Scheduled,Louisiana Tech,Southern Miss,J.C. Love Field at Pat Patterson Park,"Ruston, Louisiana"
401847677,2026-03-01T19:00Z,Scheduled,Oregon,Vanderbilt,Las Vegas Ballpark,"Las Vegas, Nevada"
401854355,2026-03-01T19:00Z,Scheduled,C Arkansas,S Dakota St,Bear Stadium,"Conway, Arkansas"
401854354,2026-03-01T19:00Z,Scheduled,Lipscomb,Toledo,Ken Dugan Field at Stephen Lee Marsh Stadium,"Nashville, Tennessee"
401854276,2026-03-01T19:00Z,Scheduled,North Alabama,So Indiana,Mike D. Lane Field,"Florence, Alabama"
401854223,2026-03-01T19:00Z,Scheduled,UL Monroe,W Illinois,Lou St. Amant Field,"Monroe, Louisiana"
401853734,2026-03-01T19:00Z,Scheduled,MTSU,Illinois St,Reese Smith Jr. Field,"Murfreesboro, Tennessee"
401853700,2026-03-01T19:00Z,Scheduled,Missouri St,Little Rock,Hammons Field,"Springfield, Missouri"
401853366,2026-03-01T19:00Z,Scheduled,South Alabama,West Georgia,Stanky Field,"Mobile, Alabama"
401853254,2026-03-01T19:00Z,Scheduled,UAB,Jacksonville,Jerry D. Young Memorial Field,"Birmingham, Alabama"
401853174,2026-03-01T19:00Z,Scheduled,Louisiana,UC San Diego,"M.L. ""Tigue"" Moore Field at Russo Park","Lafayette, Louisiana"
401852909,2026-03-01T19:00Z,Scheduled,Arkansas St,AR-Pine Bluff,Tomlinson Stadium–Kell Field,"Jonesboro, Arkansas"
401851083,2026-03-01T19:00Z,Scheduled,Michigan St,James Madison,Fluor Field,"Greenville, South Carolina"
401850208,2026-03-01T19:00Z,Scheduled,Western KY,Indiana,Nick Denes Field,"Bowling Green, Kentucky"
401850122,2026-03-01T19:00Z,Scheduled,Texas Tech,Bakersfield,Dan Law Field at Rip Griffin Park,"Lubbock, Texas"
401850039,2026-03-01T19:00Z,Scheduled,Oklahoma St,Sam Houston,O'Brate Stadium,"Stillwater, Oklahoma"
401847482,2026-03-01T19:00Z,Scheduled,Oklahoma,Gonzaga,Kimrey Family Stadium,"Norman, Oklahoma"
401853399,2026-03-01T19:05Z,Scheduled,Wichita St,Omaha,Eck Stadium Home of Tyler Field,"Wichita, Kansas"
401851898,2026-03-01T19:05Z,Scheduled,Memphis,Jax State,FedExPark Avron Fogelman Field,"Memphis, Tennessee"
401848715,2026-03-01T19:05Z,Scheduled,Minnesota,Kansas,U.S. Bank Stadium,"Minneapolis, Minnesota"
401849868,2026-03-01T19:30Z,Scheduled,Wake Forest,Davidson,David F. Couch Ballpark,"Winston-Salem, North Carolina"
401847619,2026-03-01T20:00Z,Scheduled,Ohio State,Texas,Daikin Park,"Houston, Texas"
401847552,2026-03-01T20:00Z,Scheduled,Clemson,South Carolina,Doug Kingsmore Stadium,"Clemson, South Carolina"
401848108,2026-03-01T20:00Z,Scheduled,Tennessee Tech,Notre Dame,Bush Stadium at Averitt Express Baseball Complex,"Cookeville, Tennessee"
401847394,2026-03-01T20:30Z,Scheduled,UCLA,Mississippi St,Globe Life Field,"Arlington, Texas"
401851692,2026-03-01T20:30Z,Scheduled,East Carolina,W Carolina,Lewis Field at Clark-LeClair Stadium,"Greenville, North Carolina"
401853545,2026-03-01T21:00Z,Scheduled,Abilene Chrstn,Texas St,La Moderna Field,"Cleburne, Texas"
401851038,2026-03-01T21:00Z,Scheduled,San Diego,Michigan,Fowler Park and Cunningham Field,"San Diego, California"
401847759,2026-03-01T21:00Z,Scheduled,California,Sacramento St,Stu Gordon Stadium,"Berkeley, California"
401847033,2026-03-01T21:00Z,Scheduled,Houston,Alabama,Riders Field,"Frisco, Texas"
401852806,2026-03-01T21:05Z,Scheduled,Washington,San Diego St,Husky Ballpark,"Seattle, Washington"
401850011,2026-03-01T21:05Z,Scheduled,Santa Barbara,Utah,Caesar Uyesaka Stadium,"Santa Barbara, California"
401848339,2026-03-01T21:05Z,Scheduled,Stanford,Fresno St,Klein Field at Sunken Diamond,"Stanford, California"
